X_train,y_train
"[59514, 7956, 3006, 3571, 526, 602, 226, 86, 2097, 15, 2184, 16451, 3571, 42, 144, 2585, 3, 35, 293, 269, 86, 5019, 98, 5976, 16084, 10, 4, 787, 269, 86, 5019, 15, 2092, 144, 903, 109, 499, 5867, 3, 160, 2092, 32, 731, 30, 4, 7956, 3006, 1658, 24, 21569, 1911, 48, 41602, 12374, 3571, 2, 3571, 21, 6826, 2831, 2, 57, 3571, 1516, 28, 10, 94, 4, 4912, 33, 15, 10648, 3173, 5976, 3571, 8998, 86, 246, 6704, 4, 293, 269, 10, 13645, 4, 787, 269, 42, 4, 499, 5867, 3, 443, 4, 3571, 32, 2888, 12, 45, 403, 18, 15, 10648, 3173, 5976, 3571, 8998, 67, 32, 4, 2714, 2092, 3, 2010, 6551, 3571, 21, 14061, 9, 202, 79, 1366, 5227, 15, 6769, 3006, 3571, 0]","[59514, 3571, 3760, 9829, 526, 602, 226, 1578, 63, 34, 3571, 2184, 21, 16451, 4014, 144, 2585, 3, 80, 677, 41495, 363, 16, 16294, 5976, 2, 11, 8, 5041, 8, 11330, 5, 372, 2, 23, 2092, 144, 903, 830, 335, 2092, 43, 6857, 36, 19, 1658, 11840, 9829, 24, 31858, 4147, 266, 16, 6055, 3571, 12374, 15130, 2, 3571, 14351, 2, 59, 3571, 1516, 102, 83, 35777, 9, 3571, 5, 7320, 76, 6855, 2874, 29, 8, 677, 269, 2, 11, 32231, 539, 598, 8, 1309, 11, 8, 11330, 5, 372, 68, 6, 431, 3108, 3, 350, 66, 3571, 283, 100, 6310, 31, 38, 35777, 10648, 21, 3173, 2, 66, 2092, 43, 4207, 3, 4144, 7256, 16195, 5, 3571, 21, 14061, 388, 493, 22, 1610, 17, 4965, 34, 0]"
"[59514, 242, 11543, 37, 0]","[59514, 164, 8, 2857, 402, 38492, 0]"
"[59514, 249, 12, 139, 5447, 9, 64, 4, 526, 3261, 602, 1226, 128, 928, 3, 0]","[59514, 5687, 43071, 3479, 5, 526, 532, 259, 5447, 27, 526, 3261, 602, 81, 6, 63, 90, 3416, 3, 0]"
"[59514, 12474, 12346, 3372, 18606, 0]","[59514, 12474, 12346, 3372, 18606, 0]"
"[59514, 32681, 5091, 186, 0]","[59514, 4312, 21, 6770, 18042, 51, 0]"
"[59514, 33981, 19169, 468, 0]","[59514, 931, 6334, 6804, 1802, 7492, 37, 12, 2570, 75, 3595, 10828, 150, 21, 4603, 751, 95, 29493, 133, 0]"
"[59514, 18787, 4193, 15459, 0]","[59514, 25414, 22, 542, 5, 780, 0]"
"[59514, 9673, 7002, 82, 134, 15956, 9, 101, 26852, 0]","[59514, 25720, 19, 13753, 40033, 19, 65, 1723, 657, 6587, 0]"
"[59514, 301, 548, 7051, 357, 8147, 28567, 0]","[59514, 301, 548, 18864, 16873, 9, 17443, 63, 16035, 313, 18, 34, 7722, 24, 18359, 3511, 28, 0]"
"[59514, 35191, 29003, 0]","[59514, 180, 49278, 2175, 49278, 49, 6565, 1098, 10808, 226, 211, 8433, 3, 4486, 122, 0]"
"[59514, 526, 32372, 2957, 8103, 12591, 101, 9, 0]","[59514, 28901, 9, 5, 526, 4274, 352, 2957, 8103, 0]"
"[59514, 9086, 4, 1017, 24, 259, 3819, 28, 1822, 12, 4, 6740, 3278, 3, 4459, 17126, 12, 5537, 27652, 10, 89, 18522, 27652, 19924, 11609, 4378, 3, 0]","[59514, 8876, 772, 14, 6, 12039, 4772, 24, 864, 14, 6, 12039, 18524, 28, 17, 14, 6, 11341, 21047, 3, 135, 6, 4372, 56, 9157, 5, 1886, 11, 56, 9157, 36483, 114, 3, 0]"
"[59514, 402, 2564, 35425, 0]","[59514, 402, 2564, 3595, 5222, 0]"
"[59514, 35, 6137, 94, 118, 36154, 3, 0]","[59514, 60, 5789, 15, 90, 40131, 3, 0]"
"[59514, 24, 222, 28, 1100, 18653, 1044, 6639, 4076, 1072, 23772, 0]","[59514, 24, 222, 28, 1100, 38123, 2383, 685, 4076, 1072, 23772, 0]"
"[59514, 20050, 16462, 4, 1237, 8241, 7, 4, 1877, 12, 45, 17424, 124, 3, 0]","[59514, 36761, 51, 19, 1470, 22, 2025, 17, 201, 139, 3, 0]"
"[59514, 556, 109, 21997, 0]","[59514, 556, 109, 9, 4516, 0]"
"[59514, 40819, 1088, 222, 0]","[59514, 2635, 139, 13997, 0]"
"[59514, 402, 19021, 1744, 267, 23104, 15394, 0]","[59514, 36263, 108, 8, 5759, 226, 13536, 0]"
"[59514, 8932, 9859, 15, 9928, 4492, 0]","[59514, 22922, 22089, 0]"
"[59514, 4850, 1144, 0]","[59514, 12218, 402, 29033, 4850, 2638, 6962, 81, 6587, 3354, 1916, 0]"
"[59514, 20570, 6513, 0]","[59514, 20570, 144, 402, 38492, 0]"
"[59514, 35, 9432, 7, 4, 705, 403, 40782, 3411, 47, 111, 3, 0]","[59514, 60, 3404, 5, 2099, 22, 1327, 30161, 234, 2914, 3411, 1972, 3, 0]"
"[59514, 25097, 36865, 10, 0]","[59514, 3002, 12519, 162, 49, 9672, 0]"
"[59514, 13833, 4410, 259, 894, 50, 13833, 4410, 11074, 50, 2635, 4410, 0]","[59514, 13833, 4410, 6120, 51, 50, 13833, 4410, 11074, 50, 2635, 634, 7257, 864, 313, 18, 34, 7722, 24, 158, 253, 28, 0]"
"[59514, 187, 41, 441, 11629, 1691, 25394, 0]","[59514, 187, 8134, 2734, 5, 6844, 3957, 0]"
"[59514, 20210, 11681, 108, 37313, 0]","[59514, 30349, 5, 14, 6, 9407, 5, 9290, 657, 6587, 0]"
"[59514, 526, 1430, 142, 45522, 2470, 0]","[59514, 526, 1430, 3085, 186, 24819, 0]"
"[59514, 4484, 4, 24132, 1822, 12, 1240, 4, 8136, 2555, 24132, 34955, 3, 35, 293, 1164, 3328, 4, 19529, 6, 9, 402, 12073, 6319, 50, 542, 3, 3279, 324, 4, 6186, 1164, 2, 61, 161, 45, 6860, 9348, 42, 77, 912, 1223, 3, 14953, 4, 402, 12073, 6319, 50, 542, 1223, 202, 45, 4128, 3, 213, 115, 591, 542, 18, 212, 402, 12073, 6319, 50, 542, 57, 3826, 64, 4, 1317, 7, 1087, 402, 12073, 6319, 50, 1184, 3, 213, 115, 121, 5139, 77, 48583, 3594, 26, 117, 1437, 64, 4, 1317, 7, 48583, 2118, 24, 20794, 244, 2, 4, 11949, 1223, 2369, 3341, 102, 3688, 4, 135, 13966, 82, 11080, 7528, 2674, 235, 55, 639, 12, 7522, 12, 4, 11864, 4, 11080, 24, 190, 1817, 28, 0]","[59514, 18093, 14, 6, 12039, 28484, 27, 7112, 8, 8856, 5, 1199, 28484, 5, 8, 5151, 23840, 3, 60, 698, 4074, 3108, 19, 542, 402, 156, 33593, 50, 5, 8, 5151, 23840, 3, 1570, 127, 19, 4074, 6178, 2, 92, 283, 100, 12200, 7080, 72, 38, 1032, 6526, 3, 16760, 2, 8, 1032, 22, 542, 402, 156, 33593, 50, 168, 62, 6, 19829, 32637, 3, 40276, 849, 81, 6, 5411, 2709, 542, 402, 156, 33593, 50, 59, 18036, 41, 352, 31, 8, 1107, 13, 1184, 402, 156, 33593, 50, 12088, 3, 344, 1069, 221, 4094, 38, 2823, 20, 6, 162, 1071, 111, 738, 27, 193, 2428, 31, 8, 1107, 24, 20794, 1693, 2, 8, 1032, 40, 5891, 2050, 8322, 102, 15479, 265, 14, 6, 9313, 45110, 108, 0]"
"[59514, 15686, 271, 57, 147, 7247, 208, 151, 694, 6742, 3, 160, 32, 15, 581, 506, 12, 2097, 19238, 10, 20419, 397, 15, 1480, 3, 0]","[59514, 6204, 16, 33102, 13, 15797, 3, 0]"
"[59514, 4742, 0]","[59514, 19399, 0]"
"[59514, 18, 4, 1317, 7, 494, 5259, 1680, 10953, 142, 5259, 650, 235, 10770, 5530, 32, 494, 0]","[59514, 31, 8, 1107, 13, 25618, 1559, 2, 16795, 16, 25618, 49, 19463, 223, 174, 10770, 5530, 43, 2200, 0]"
"[59514, 301, 548, 301, 331, 0]","[59514, 301, 548, 301, 331, 0]"
"[59514, 15847, 0]","[59514, 15847, 0]"
"[59514, 26088, 37, 1538, 9, 52, 2494, 152, 4004, 52, 73, 3, 0]","[59514, 34023, 402, 38492, 16, 4267, 70, 14451, 175, 16, 4027, 76, 19, 70, 53, 3, 0]"
"[59514, 12406, 101, 8136, 0]","[59514, 34326, 894, 22, 2025, 0]"
"[59514, 31323, 402, 11424, 0]","[59514, 402, 89, 23772, 19, 2023, 0]"
"[59514, 402, 20482, 13473, 5537, 0]","[59514, 6708, 23, 33878, 9, 0]"
"[59514, 1279, 2312, 0]","[59514, 1279, 2312, 0]"
"[59514, 1111, 750, 42, 15, 4002, 226, 2383, 12133, 2, 21410, 9, 26, 4, 2004, 3819, 18573, 202, 45, 8621, 10, 403, 18, 1019, 126, 1664, 3, 84, 21410, 18, 4002, 226, 15021, 2454, 115, 45, 36974, 12, 4, 14353, 5686, 2, 10, 591, 1655, 124, 18, 15, 3828, 623, 1437, 3, 5082, 226, 15021, 21410, 9, 115, 121, 45, 24634, 12, 77, 3052, 417, 198, 48, 19813, 1430, 57, 526, 5539, 1097, 4, 239, 21, 9890, 29923, 623, 40690, 3, 0]","[59514, 2893, 88, 33153, 72, 38, 46108, 2, 16, 21410, 9, 27, 16, 14387, 16862, 29981, 388, 100, 19799, 9, 11, 3834, 31, 31, 2421, 214, 1664, 3, 469, 21410, 31, 19, 2454, 188, 5244, 532, 51, 1430, 168, 100, 41371, 51, 709, 19, 2967, 21, 45495, 9, 2, 2497, 41371, 51, 31, 34, 2428, 80, 532, 51, 1430, 3, 83, 21410, 9, 188, 5244, 532, 51, 1430, 388, 231, 100, 21901, 709, 38, 417, 1411, 29, 87, 133, 1430, 59, 9810, 352, 23, 4068, 14, 133, 623, 4538, 2783, 3, 0]"
"[59514, 1465, 9, 0]","[59514, 1465, 9, 93, 567, 2153, 18, 14, 1244, 9, 0]"
"[59514, 3688, 12, 3307, 4, 9668, 7, 15, 11603, 5558, 7, 15, 17778, 6467, 1410, 0]","[59514, 89, 39449, 120, 2674, 374, 5, 9315, 19, 2023, 20, 6, 93, 11603, 17, 8, 245, 20, 6, 112, 863, 5, 3745, 1802, 7492, 37, 17502, 6602, 24670, 9, 0]"
"[59514, 17400, 5537, 26, 301, 548, 0]","[59514, 6708, 13, 16996, 27, 301, 548, 0]"
"[59514, 89, 20326, 9049, 1566, 1240, 7276, 1437, 41, 1807, 292, 3, 0]","[59514, 60, 15973, 89, 20326, 76, 168, 53, 7112, 19, 2428, 20, 6, 2133, 2, 5315, 19, 10894, 3, 0]"
"[59514, 301, 548, 37, 301, 331, 37, 301, 602, 0]","[59514, 301, 548, 37, 301, 331, 37, 301, 602, 0]"
"[59514, 6369, 12, 3255, 15, 41071, 12, 4, 1317, 3, 0]","[59514, 9538, 27, 6002, 34, 21223, 31, 8, 1107, 3, 0]"
"[59514, 35, 3137, 4703, 133, 0]","[59514, 80, 8856, 17, 28495, 9, 0]"
"[59514, 5918, 24132, 0]","[59514, 28484, 5, 8, 5659, 0]"
"[59514, 2859, 26091, 0]","[59514, 2859, 26091, 166, 1026, 18, 16513, 0]"
"[59514, 35, 7875, 12450, 37, 8428, 761, 5311, 3707, 55, 12, 1903, 402, 2635, 2307, 11379, 50, 1097, 9845, 634, 7986, 7016, 7, 15, 681, 1631, 3, 386, 67, 7426, 12, 216, 2, 55, 280, 79, 9845, 634, 7986, 7016, 7, 15, 3788, 1631, 7918, 3, 0]","[59514, 60, 2805, 36483, 29541, 23, 4068, 402, 38492, 88, 1328, 5, 2742, 17, 402, 2635, 2307, 11379, 50, 23, 4068, 16, 4403, 20, 6, 112, 495, 1918, 3, 315, 29, 120, 2747, 345, 2200, 2, 88, 3287, 493, 11334, 13, 9157, 5, 4403, 20, 6, 112, 495, 1918, 3, 0]"
"[59514, 2245, 21, 751, 7158, 63, 0]","[59514, 5790, 22, 1639, 0]"
"[59514, 47, 7257, 0]","[59514, 104, 6027, 3178, 3, 4486, 122, 0]"
"[59514, 10460, 11331, 1850, 0]","[59514, 14773, 0]"
"[59514, 62, 124, 6, 9, 74, 15311, 9077, 401, 3, 1211, 9077, 9077, 28, 74, 15311, 9077, 1525, 9077, 9077, 5513, 25, 1588, 376, 41, 529, 41, 51, 6, 9, 74, 24, 3, 1211, 28, 74, 15311, 9077, 1525, 9077, 9077, 5513, 6, 0]","[59514, 95, 111, 25, 9, 74, 15311, 9077, 401, 3, 1211, 9077, 9077, 28, 74, 15311, 9077, 1525, 9077, 9077, 5513, 25, 1588, 376, 41, 529, 41, 51, 25, 9, 74, 24, 3, 1211, 28, 74, 15311, 9077, 1525, 9077, 9077, 5513, 6, 0]"
"[59514, 4497, 402, 2635, 511, 50, 417, 115, 45, 2093, 12, 7528, 13564, 13522, 2318, 402, 15, 5525, 50, 3, 443, 67, 2674, 32, 15108, 2, 10, 77, 912, 417, 32, 4, 1482, 6240, 2, 4, 26060, 86, 7528, 13522, 26, 33, 417, 3, 0]","[59514, 6041, 417, 402, 2635, 511, 50, 168, 100, 14380, 27, 14268, 13, 43422, 5863, 2318, 402, 15, 5525, 50, 3, 350, 120, 2674, 43, 38475, 2, 11, 68, 6, 112, 417, 6526, 43, 8, 7552, 1482, 2, 14, 6, 15586, 14268, 63, 13, 43422, 27, 120, 417, 3, 0]"
"[59514, 10238, 5871, 670, 526, 15639, 10807, 13836, 108, 24, 720, 15639, 71, 2635, 511, 57, 309, 28, 0]","[59514, 10238, 5871, 670, 12243, 352, 10807, 13836, 108, 24, 25719, 352, 71, 2635, 511, 49, 1937, 28, 0]"
"[59514, 160, 32, 4, 1317, 7, 2603, 12, 32838, 12, 117, 12417, 1146, 746, 844, 3, 0]","[59514, 4111, 8, 1107, 13, 2603, 17, 7978, 709, 193, 356, 12417, 1146, 746, 3, 0]"
"[59514, 645, 7101, 0]","[59514, 645, 7101, 0]"
"[59514, 97, 38540, 37, 0]","[59514, 134, 1205, 412, 6184, 402, 29033, 78, 751, 22295, 10299, 5939, 669, 81, 6587, 0]"
"[59514, 5193, 0]","[59514, 8405, 6801, 93, 15444, 81, 6587, 0]"
"[59514, 9086, 4, 195, 139, 24, 190, 16820, 9, 7, 8590, 28, 0]","[59514, 37803, 19, 398, 24, 162, 18050, 5, 8363, 102, 0]"
"[59514, 22509, 10605, 0]","[59514, 60, 15542, 24562, 0]"
"[59514, 6467, 55, 165, 324, 12, 3073, 288, 195, 32, 205, 0]","[59514, 20450, 17, 21395, 38, 447, 19, 398, 26846, 3, 0]"
"[59514, 249, 7504, 16451, 0]","[59514, 2136, 5, 2184, 16451, 0]"
"[59514, 47591, 16891, 518, 37, 0]","[59514, 17989, 5, 11869, 738, 40, 5891, 402, 38492, 0]"
"[59514, 402, 45629, 18080, 2429, 37, 0]","[59514, 1648, 16036, 139, 526, 850, 8646, 0]"
"[59514, 15211, 0]","[59514, 8025, 75, 22162, 0]"
"[59514, 16897, 39174, 27346, 0]","[59514, 34238, 5, 14647, 20, 6, 6342, 14330, 657, 6587, 0]"
"[59514, 385, 74, 84, 0]","[59514, 385, 74, 180, 7817, 111, 1280, 2, 7608, 25041, 0]"
"[59514, 3818, 19529, 25, 3878, 548, 25, 54, 1963, 33, 4295, 77, 19529, 202, 10682, 117, 338, 6, 9, 659, 3, 0]","[59514, 16827, 8, 5151, 23840, 153, 402, 29033, 301, 548, 402, 29033, 416, 402, 29033, 54, 16468, 402, 38492, 14, 6, 4261, 20, 6, 112, 5151, 23840, 168, 19739, 8, 275, 5, 193, 369, 3, 0]"
"[59514, 41659, 664, 73, 5019, 15, 6647, 12, 21, 2049, 3, 0]","[59514, 60, 2074, 76, 3108, 53, 5, 5356, 12679, 3, 0]"
"[59514, 15859, 45643, 0]","[59514, 17989, 5, 14, 6, 6607, 0]"
"[59514, 375, 514, 12, 29880, 27402, 4694, 3, 36712, 13505, 37, 301, 548, 0]","[59514, 34688, 20, 6, 4837, 16, 641, 36, 14, 6, 41599, 3, 15993, 41, 412, 15, 6933, 402, 38492, 301, 548, 0]"
"[59514, 402, 17921, 15335, 0]","[59514, 15335, 5, 135, 18243, 0]"
"[59514, 16494, 21, 3758, 21, 14955, 25964, 3010, 0]","[59514, 49, 31373, 21, 3758, 21, 14955, 18879, 27145, 7358, 0]"
"[59514, 13247, 73, 1240, 1437, 25, 74, 1025, 74, 317, 3790, 973, 3, 1068, 483, 25, 2636, 5227, 3, 0]","[59514, 34688, 20, 6, 9126, 19, 2428, 153, 402, 29033, 583, 1025, 74, 317, 3790, 973, 3, 12050, 402, 29033, 416, 23, 4767, 3, 0]"
"[59514, 13331, 0]","[59514, 24251, 0]"
"[59514, 45769, 37, 0]","[59514, 28957, 402, 38492, 0]"
"[59514, 1989, 5310, 19524, 11892, 11543, 0]","[59514, 34688, 5, 3031, 14, 6, 18235, 28189, 0]"
"[59514, 5133, 37, 0]","[59514, 5133, 402, 38492, 35, 3472, 13530, 376, 7, 15, 2160, 0]"
"[59514, 402, 2635, 1506, 511, 50, 32, 225, 7, 4, 2635, 511, 45150, 5386, 7, 402, 2635, 511, 50, 1279, 1883, 10, 32, 7918, 1181, 42, 61, 2, 520, 55, 79, 6682, 12, 12802, 4, 2635, 511, 45150, 5386, 50, 239, 2, 18, 797, 2, 196, 32, 170, 354, 26, 15, 4118, 12, 26702, 4, 1214, 7, 402, 2635, 1506, 511, 50, 3, 0]","[59514, 402, 2635, 1506, 511, 50, 148, 332, 22, 14755, 738, 2635, 511, 2787, 6962, 5, 402, 2635, 511, 50, 402, 29033, 1279, 1883, 11, 43, 11334, 23, 223, 398, 29, 316, 2, 17, 1406, 20, 6, 1936, 11334, 19, 14755, 2635, 511, 2787, 6962, 3, 2861, 2, 23, 360, 2, 14, 6, 8543, 81, 6, 63, 53, 851, 5, 44852, 16, 1214, 5, 402, 2635, 1506, 511, 50, 3, 0]"
"[59514, 402, 28265, 5560, 36983, 517, 110, 0]","[59514, 402, 3332, 2959, 15184, 350, 24786, 110, 0]"
"[59514, 47591, 40732, 0]","[59514, 39288, 40, 5891, 0]"
"[59514, 402, 10694, 488, 0]","[59514, 402, 45334, 709, 0]"
"[59514, 402, 40819, 27973, 2398, 50, 25, 9, 2246, 760, 108, 32, 3543, 225, 7, 402, 2635, 186, 8577, 259, 50, 2, 85, 115, 20870, 760, 963, 1437, 542, 760, 514, 46, 402, 2635, 186, 8577, 259, 50, 24, 5612, 50, 7528, 7111, 2, 1903, 3303, 2, 1680, 4, 1451, 7, 77, 28106, 102, 0]","[59514, 87, 6, 20392, 617, 2792, 5, 402, 2635, 7476, 34866, 50, 43, 23, 148, 38, 332, 5, 15495, 8577, 259, 2, 44, 168, 893, 182, 16, 1184, 5, 4027, 29, 402, 2635, 186, 8577, 259, 50, 18110, 24, 529, 1312, 50, 14268, 13, 2603, 2, 2742, 5, 8, 3636, 2, 8958, 19, 2023, 20, 6, 112, 49, 36374, 102, 0]"
"[59514, 1889, 7528, 594, 10, 11963, 89, 15574, 0]","[59514, 29863, 2705, 600, 11, 33568, 19, 313, 0]"
"[59514, 870, 42288, 3456, 0]","[59514, 870, 3489, 226, 3456, 0]"
"[59514, 935, 24860, 612, 254, 514, 4715, 16647, 0]","[59514, 469, 28951, 8154, 222, 11796, 431, 24, 20326, 612, 28, 17, 28100, 17, 14, 6, 1001, 5, 6785, 3, 9396, 51, 0]"
"[59514, 20454, 42112, 0]","[59514, 26404, 14, 6, 10591, 0]"
"[59514, 15, 11205, 3, 1389, 0]","[59514, 15, 11205, 3, 1389, 0]"
"[59514, 4395, 51, 43703, 0]","[59514, 21603, 63, 6967, 5, 8, 21262, 51, 0]"
"[59514, 1789, 1374, 71, 4012, 37, 583, 583, 124, 1108, 3, 2635, 511, 3, 57, 309, 74, 2635, 9917, 16762, 74, 39697, 3, 49, 30824, 26, 147, 155, 200, 4, 8130, 509, 3, 7723, 15, 2086, 26, 117, 216, 145, 526, 532, 617, 16762, 8491, 16142, 30, 96, 28048, 3, 0]","[59514, 28530, 4012, 37, 583, 583, 51, 2073, 3, 2635, 511, 3, 49, 1937, 74, 2635, 9917, 75, 352, 74, 2901, 774, 4189, 3, 49, 30824, 27, 65, 20, 6, 3311, 17, 1833, 22, 572, 5, 8418, 3, 4457, 924, 27, 193, 215, 402, 29033, 145, 526, 19484, 9153, 352, 6069, 924, 5, 163, 28660, 3, 0]"
"[59514, 267, 3568, 24, 8166, 383, 29933, 331, 16891, 28, 0]","[59514, 267, 3568, 24, 6802, 16891, 383, 29933, 4757, 657, 6587, 0]"
"[59514, 26498, 37, 0]","[59514, 1948, 3755, 2889, 402, 38492, 0]"
"[59514, 660, 13632, 18, 1817, 0]","[59514, 660, 6347, 2240, 1701, 1802, 9313, 37, 3647, 0]"
"[59514, 16184, 7220, 0]","[59514, 12153, 13, 9224, 0]"
"[59514, 10605, 4, 2635, 511, 6620, 11728, 27255, 3, 2260, 3, 0]","[59514, 14145, 19, 20004, 24, 2251, 51, 3974, 28, 2635, 2651, 1108, 3, 26844, 3, 0]"
"[59514, 4459, 10798, 1274, 0]","[59514, 4459, 63, 26935, 0]"
"[59514, 443, 4, 22698, 34955, 32, 73, 8057, 256, 4, 16517, 5118, 23317, 2805, 1822, 3, 0]","[59514, 350, 8, 8856, 5, 1199, 81, 6, 82, 53, 30866, 2, 12500, 14, 6, 12039, 5, 2805, 20289, 8140, 16, 14887, 9, 3, 0]"
"[59514, 375, 22933, 33483, 1829, 134, 75, 4424, 3138, 0]","[59514, 83, 14387, 23358, 114, 5, 8, 1480, 5, 7682, 70, 0]"
"[59514, 249, 6467, 1410, 3278, 0]","[59514, 6820, 863, 5, 3745, 32016, 0]"
"[59514, 430, 2026, 165, 55, 324, 12, 1903, 54, 0]","[59514, 4290, 21115, 40796, 41, 682, 4965, 402, 29033, 54, 0]"
"[59514, 35, 3321, 16304, 42344, 5893, 0]","[59514, 60, 5893, 5, 4655, 5, 1746, 16304, 0]"
"[59514, 22583, 0]","[59514, 22583, 51, 1802, 2296, 122, 37, 18, 13498, 0]"
"[59514, 11769, 2184, 16451, 3571, 0]","[59514, 1247, 13518, 108, 34, 3571, 2184, 16451, 0]"
"[59514, 5118, 1497, 19634, 30, 14309, 0]","[59514, 8140, 14, 6, 30306, 20, 6, 93, 3842, 5, 1710, 733, 5, 113, 8724, 0]"
"[59514, 526, 3261, 711, 1417, 18863, 0]","[59514, 996, 75, 107, 11596, 5, 1579, 5, 2058, 27, 526, 3261, 0]"
"[59514, 10258, 4193, 37, 47, 30143, 10258, 0]","[59514, 4193, 5, 356, 402, 38492, 47, 30143, 0]"
"[59514, 443, 55, 545, 205, 15, 24980, 38997, 26, 1297, 977, 337, 2, 55, 115, 11523, 541, 61, 32, 12, 45, 18842, 18, 140, 21, 352, 4768, 302, 46, 20277, 4, 912, 1297, 977, 337, 16359, 18, 140, 21, 352, 4768, 302, 2674, 37, 0]","[59514, 350, 88, 1068, 16036, 265, 13, 23907, 9, 9878, 27, 19, 977, 402, 29033, 1357, 2, 3825, 265, 1027, 1307, 41, 412, 474, 100, 26610, 733, 13, 655, 140, 6058, 9, 1312, 12892, 9, 23, 806, 10473, 14, 6, 112, 13, 2118, 2040, 402, 38492, 0]"
"[59514, 9344, 15952, 0]","[59514, 9344, 15952, 166, 1026, 18, 2630, 0]"
"[59514, 8035, 47863, 0]","[59514, 238, 38402, 9, 5, 8, 269, 0]"
"[59514, 13123, 29991, 13146, 0]","[59514, 13123, 2851, 51, 13146, 0]"
"[59514, 386, 51, 16911, 5990, 0]","[59514, 12287, 22, 1470, 0]"
"[59514, 6186, 0]","[59514, 6178, 18039, 51, 7, 4, 1068, 5708, 101, 1231, 3525, 108, 0]"
"[59514, 12059, 0]","[59514, 26132, 0]"
"[59514, 11123, 0]","[59514, 11238, 0]"
"[59514, 402, 2635, 10127, 30602, 50, 1440, 7877, 4, 6569, 1773, 7, 4, 2186, 2082, 4051, 4, 13450, 7, 4, 1018, 3, 213, 52, 1353, 3779, 12, 12943, 117, 41538, 9, 46, 287, 126, 840, 3, 433, 4, 13796, 1238, 2667, 2, 196, 6, 9, 170, 7550, 7, 4, 10234, 235, 4, 899, 52, 73, 4033, 57, 48, 1995, 3, 3926, 2, 1807, 3356, 33, 4, 7534, 2186, 2082, 52, 26004, 18, 77, 34, 162, 18877, 124, 10, 1085, 18, 34750, 2828, 64, 4, 499, 1214, 24, 9021, 2371, 1945, 10, 596, 1885, 2876, 10516, 1945, 102, 2010, 940, 21, 190, 21, 776, 21, 4769, 21606, 6234, 108, 202, 46736, 402, 2635, 10127, 30602, 50, 46, 44685, 2186, 2082, 3, 1461, 4405, 2, 15, 3208, 6443, 32, 0]","[59514, 402, 2635, 10127, 4410, 222, 50, 76, 11419, 1161, 14, 6, 20952, 13, 813, 5, 713, 988, 13, 637, 3, 344, 1408, 721, 6175, 17, 4993, 716, 17455, 40, 20, 6, 362, 1217, 3, 1247, 14, 6, 18139, 14, 6, 1614, 5, 2032, 2, 16, 4248, 76, 70, 53, 2641, 31, 19, 252, 311, 16, 637, 3422, 20556, 9, 59, 1256, 5, 665, 44, 736, 19797, 3, 4366, 221, 5021, 29, 16, 813, 5, 713, 7871, 70, 23433, 9, 5, 737, 140, 21276, 1163, 11, 40, 2457, 140, 11183, 540, 16, 1214, 5, 372, 24, 48793, 25495, 14570, 11, 2923, 5, 8, 18900, 43265, 51, 5, 596, 1885, 102, 375, 37951, 282, 22, 542, 153, 402, 29033, 12831, 5, 14, 6, 994, 22, 2140, 24, 585, 0]"
"[59514, 998, 3659, 1100, 0]","[59514, 260, 1093, 1100, 0]"
"[59514, 9086, 3704, 18989, 110, 0]","[59514, 33520, 108, 8, 4917, 5, 4767, 110, 0]"
"[59514, 5079, 0]","[59514, 5079, 0]"
"[59514, 2260, 4, 10300, 37, 7829, 687, 3, 0]","[59514, 1849, 19, 10288, 5, 7829, 687, 3, 0]"
"[59514, 32458, 6630, 0]","[59514, 333, 1418, 6630, 166, 1026, 18, 5280, 106, 0]"
"[59514, 213, 4835, 639, 12, 14821, 2, 4808, 57, 2942, 15, 365, 7, 4004, 33, 52, 2057, 18, 287, 506, 3, 386, 943, 55, 202, 2356, 12, 2942, 98, 7, 4, 3, 357, 13528, 26746, 4004, 64, 151, 15675, 12, 1036, 3, 402, 2635, 186, 8577, 259, 50, 2460, 67, 3120, 46, 26166, 55, 5139, 5110, 4004, 731, 30, 39101, 18, 103, 1437, 5277, 3, 0]","[59514, 104, 168, 88, 7079, 5, 8508, 7324, 2, 36313, 59, 14237, 34, 588, 384, 5, 4027, 6153, 13, 34746, 9, 3, 577, 722, 2, 174, 88, 22300, 14237, 182, 16, 4027, 20, 6, 19781, 3, 357, 13528, 20, 6, 93, 3254, 709, 34, 495, 2, 402, 2635, 186, 8577, 259, 50, 17337, 16, 2141, 23, 2147, 5, 4094, 13, 4027, 6329, 23, 952, 13, 34746, 9, 5, 219, 6055, 3, 0]"
"[59514, 12450, 4, 12108, 3689, 0]","[59514, 12433, 5, 14, 6, 18117, 5, 8, 1192, 0]"
"[59514, 741, 0]","[59514, 683, 0]"
"[59514, 870, 23568, 0]","[59514, 870, 584, 29830, 0]"
"[59514, 185, 194, 7, 2011, 0]","[59514, 206, 21, 1014, 20, 6, 3677, 0]"
"[59514, 84, 408, 8998, 13714, 9, 4, 3794, 0]","[59514, 375, 15393, 4748, 13464, 14, 6, 6607, 657, 6587, 0]"
"[59514, 11769, 13191, 0]","[59514, 30936, 139, 14, 6, 7548, 468, 5570, 1973, 23, 8070, 51, 42, 34, 720, 364, 11621, 81, 6587, 0]"
"[59514, 402, 14022, 110, 0]","[59514, 31398, 110, 0]"
